persnr,year,employment,chld6,chld16,age,income,husworkhour,husemployment,region,edu,husedu
2826201,2010,[1] Employed       1,1,0,32,46170,2387,1,0,12,14.5
2826201,2011,[1] Employed       1,1,0,33,46120,2288,1,0,12,14.5
2826201,2012,[1] Employed       1,1,0,34,45420,2338,1,0,12,14.5
2828902,2008,[1] Employed       1,0,2,43,82644,2858,1,0,14.5,18
2828902,2009,[1] Employed       1,0,2,44,60106,2598,1,0,14.5,18
2828902,2010,[1] Employed       1,0,2,45,67231,2858,1,0,14.5,18
2828902,2011,[1] Employed       1,0,2,46,97354,2858,1,0,14.5,18
2828902,2012,[1] Employed       1,0,1,47,78209,2858,1,0,14.5,18
2829602,2008,[1] Employed       1,0,0,49,46543,2182,1,0,11,11
2829602,2009,[1] Employed       1,0,0,50,34445,2702,1,0,11,11
2829602,2010,[1] Employed       1,0,0,51,46245,2598,1,0,11,11
2829602,2011,[1] Employed       1,0,0,52,41563,2338,1,0,11,11
2829602,2012,[1] Employed       1,0,0,53,57263,2546,1,0,11,11
2829703,2008,[1] Employed       1,0,0,34,72314,2910,1,0,18,13.5
2829703,2009,[1] Employed       1,0,0,35,73514,2754,1,0,18,13.5
2829703,2010,[1] Employed       1,0,0,36,74914,2598,1,0,18,13.5
2829703,2011,[1] Employed       1,0,0,37,76014,2858,1,0,18,13.5
2829703,2012,[1] Employed       1,1,0,38,90820,2598,1,0,18,13.5
2830602,2008,[1] Employed       1,0,2,43,84714,2598,1,0,12,18
2830602,2009,[1] Employed       1,0,1,44,61813,2598,1,0,12,18
2830602,2010,[1] Employed       1,0,0,45,60714,2598,1,0,12,18
2830602,2011,[1] Employed       1,0,0,46,85506,2598,1,0,12,18
2830602,2012,[1] Employed       1,0,0,47,72934,2598,1,0,12,18
2831502,2008,[1] Employed       1,1,0,38,78355,2702,1,0,16,11
2831502,2009,[1] Employed       1,0,1,39,87010,2858,1,0,16,11
2831502,2010,[0] Not Employed   0,0,1,40,109955,2858,1,0,16,11
2831502,2011,[0] Not Employed   0,0,1,41,109663,2598,1,0,16,11
2831502,2012,[0] Not Employed   0,0,1,42,91455,2598,1,0,16,11
2831601,2008,[1] Employed       1,0,0,38,49643,2598,1,0,11.5,15
2831601,2009,[1] Employed       1,0,0,39,52943,2598,1,0,11.5,15
2831601,2010,[1] Employed       1,0,0,40,48443,2598,1,0,11.5,15
2831601,2011,[1] Employed       1,0,0,41,56043,2598,1,0,11.5,15
2831601,2012,[1] Employed       1,0,0,42,76443,2598,1,0,11.5,15
2833303,2008,[1] Employed       1,0,0,34,39144,2338,1,0,18,18
2833303,2009,[1] Employed       1,0,0,35,37944,2078,1,0,18,18
2833303,2010,[1] Employed       1,0,0,36,68963,3429,1,0,18,18
2833303,2011,[1] Employed       1,0,0,37,108744,2598,1,0,18,18
2833303,2012,[1] Employed       1,0,0,38,86580,2078,1,0,18,18
2836102,2008,[0] Not Employed   0,0,2,48,104348,2858,1,0,11.5,16
2836102,2009,[0] Not Employed   0,0,1,49,105500,2754,1,0,11.5,16
2836102,2010,[0] Not Employed   0,0,1,50,100700,3118,1,0,11.5,16
2836102,2011,[0] Not Employed   0,0,1,51,112368,2858,1,0,11.5,16
2836102,2012,[0] Not Employed   0,0,1,52,111172,3118,1,0,11.5,16
2838302,2008,[0] Not Employed   0,0,2,42,41840,2390,1,0,9,10.5
2838302,2009,[0] Not Employed   0,0,2,43,18596,2078,1,0,9,10.5
2838302,2010,[1] Employed       1,0,1,44,19250,2182,1,0,9,10.5
2838302,2011,[1] Employed       1,0,1,45,20600,866,1,0,9,10.5
2838302,2012,[1] Employed       1,0,1,46,20912,2078,1,0,9,10.5
2841802,2008,[0] Not Employed   0,1,2,39,47584,3434,1,0,11.5,10.5
2841802,2009,[1] Employed       1,0,2,40,46180,3349,1,0,11.5,10.5
2841802,2010,[1] Employed       1,0,2,41,43198,2650,1,0,11.5,10.5
2841802,2011,[1] Employed       1,0,1,42,49492,2494,1,0,11.5,10.5
2841802,2012,[1] Employed       1,0,1,43,59124,2598,1,0,11.5,10.5
2843602,2008,[0] Not Employed   0,0,3,44,49590,2182,1,0,18,16
2843602,2009,[0] Not Employed   0,0,3,45,51730,2286,1,0,18,16
2843602,2010,[0] Not Employed   0,0,3,46,51964,2286,1,0,18,16
2843602,2011,[0] Not Employed   0,0,3,47,55400,2650,1,0,18,16
2843602,2012,[0] Not Employed   0,0,2,48,53314,2078,1,0,18,16
2848302,2008,[1] Employed       1,1,0,32,33750,2234,1,0,11,11
2848302,2009,[1] Employed       1,1,0,33,33800,2182,1,0,11,11
2848302,2010,[1] Employed       1,1,0,34,38010,4587,1,0,11,11
2848302,2011,[1] Employed       1,1,1,35,31250,3087,1,0,11,11
2848302,2012,[0] Not Employed   0,1,1,36,37515,3904,1,0,11,11
2849702,2008,[1] Employed       1,0,2,42,35724,2286,1,0,11.5,12
2849702,2009,[1] Employed       1,0,2,43,46599,2598,1,0,11.5,12
2849702,2010,[1] Employed       1,0,2,44,38799,2494,1,0,11.5,12
2849702,2011,[1] Employed       1,0,2,45,37599,2338,1,0,11.5,12
2849702,2012,[1] Employed       1,0,2,46,37599,2078,1,0,11.5,12
2851702,2008,[1] Employed       1,0,0,49,37565,2338,1,0,12,15
2851702,2009,[1] Employed       1,0,0,50,38754,2494,1,0,12,15
2851702,2010,[1] Employed       1,0,0,51,39839,2338,1,0,12,15
2851702,2011,[1] Employed       1,0,0,52,36365,2338,1,0,12,15
2851702,2012,[1] Employed       1,0,0,53,36365,2338,1,0,12,15
2852003,2008,[1] Employed       1,0,0,29,42763,2442,1,0,15,11.5
2852003,2009,[1] Employed       1,0,0,30,51163,3364,1,0,15,11.5
2852003,2010,[1] Employed       1,0,0,31,52744,4065,1,0,15,11.5
2852003,2011,[1] Employed       1,0,0,32,65163,3118,1,0,15,11.5
2852003,2012,[1] Employed       1,0,0,33,80163,2858,1,0,15,11.5
2852902,2008,[1] Employed       1,0,2,39,32003,1611,1,0,16,16
2852902,2009,[1] Employed       1,0,2,40,30802,1559,1,0,16,16
2852902,2010,[1] Employed       1,0,2,41,32101,1907,1,0,16,16
2852902,2011,[1] Employed       1,0,2,42,35496,1559,1,0,16,16
2852902,2012,[1] Employed       1,0,2,43,33205,1611,1,0,16,16
2853802,2008,[1] Employed       1,0,0,45,64019,2182,1,0,12,16
2853802,2009,[1] Employed       1,0,0,46,63054,2078,1,0,12,16
2853802,2010,[1] Employed       1,0,0,47,63959,1132,1,0,12,16
2853802,2011,[1] Employed       1,0,0,48,69879,2301,1,0,12,16
2853802,2012,[1] Employed       1,0,0,49,80554,2078,1,0,12,16
2858101,2008,[1] Employed       1,0,2,45,45814,2318,1,0,10.5,10.5
2858101,2009,[1] Employed       1,0,2,46,52200,2078,1,0,10.5,10.5
2858101,2010,[0] Not Employed   0,0,2,47,71324,2130,1,0,10.5,10.5
2858101,2011,[1] Employed       1,0,1,48,54029,2078,1,0,10.5,10.5
2858101,2012,[1] Employed       1,0,1,49,61200,2308,1,0,10.5,10.5
2858803,2008,[1] Employed       1,1,0,29,32400,2078,1,0,11.5,9
2858803,2009,[1] Employed       1,1,0,30,21812,1974,1,0,11.5,9
2858803,2010,[0] Not Employed   0,1,0,31,27812,2026,1,0,11.5,9
2858803,2011,[1] Employed       1,1,0,32,29612,2078,1,0,11.5,9
2858803,2012,[1] Employed       1,1,0,33,27012,2078,1,0,11.5,9
2859402,2008,[1] Employed       1,0,0,50,83800,2754,1,0,18,12
2859402,2009,[1] Employed       1,0,0,51,92200,2702,1,0,18,12
2859402,2010,[1] Employed       1,0,0,52,98300,2858,1,0,18,12
2859402,2011,[1] Employed       1,0,0,53,101200,3118,1,0,18,12
2859402,2012,[1] Employed       1,0,0,54,114591,3429,1,0,18,12
2860404,2008,[1] Employed       1,0,0,33,43871,2598,1,0,11.5,12
2860404,2009,[1] Employed       1,0,0,34,43871,2442,1,0,11.5,12
2860404,2010,[1] Employed       1,0,0,35,42121,3182,1,0,11.5,12
2860404,2011,[1] Employed       1,1,0,36,44551,2598,1,0,11.5,12
2860404,2012,[0] Not Employed   0,1,0,37,51531,2494,1,0,11.5,12
2861302,2008,[0] Not Employed   0,0,1,49,44792,2754,1,0,12,11.5
2861302,2009,[0] Not Employed   0,0,1,50,46932,2858,1,0,12,11.5
2861302,2010,[0] Not Employed   0,0,1,51,42248,2858,1,0,12,11.5
2861302,2011,[0] Not Employed   0,0,0,52,45055,3118,1,0,12,11.5
2861302,2012,[1] Employed       1,0,0,53,54682,2858,1,0,12,11.5
2861602,2008,[1] Employed       1,0,1,46,51936,2338,1,0,11.5,16
2861602,2009,[1] Employed       1,0,1,47,51676,2442,1,0,11.5,16
2861602,2010,[1] Employed       1,0,1,48,57676,2598,1,0,11.5,16
2861602,2011,[1] Employed       1,0,1,49,61121,2338,1,0,11.5,16
2861602,2012,[1] Employed       1,0,1,50,69816,2442,1,0,11.5,16
2861702,2008,[1] Employed       1,0,0,47,53146,1974,1,0,11.5,12
2861702,2009,[1] Employed       1,0,0,48,89400,1974,1,0,11.5,12
2861702,2010,[1] Employed       1,0,0,49,103575,1974,1,0,11.5,12
2861702,2011,[1] Employed       1,0,0,50,82900,1974,1,0,11.5,12
2861702,2012,[1] Employed       1,0,0,51,104395,1974,1,0,11.5,12
2863702,2008,[0] Not Employed   0,1,0,45,67567,2078,1,0,11,10.5
2863702,2009,[0] Not Employed   0,1,0,46,64267,2078,1,0,11,10.5
2863702,2010,[0] Not Employed   0,1,0,47,56767,3151,1,0,11,10.5
2863702,2011,[0] Not Employed   0,1,0,48,94337,2078,1,0,11,10.5
2863702,2012,[0] Not Employed   0,0,1,49,76050,1974,1,0,11,10.5
2865602,2008,[1] Employed       1,0,0,46,22132,2858,1,0,12,11.5
2865602,2009,[0] Not Employed   0,0,0,47,33343,2598,1,0,12,11.5
2865602,2010,[0] Not Employed   0,0,0,48,60291,2494,1,0,12,11.5
2865602,2011,[0] Not Employed   0,0,0,49,31553,2078,1,0,12,11.5
2865602,2012,[1] Employed       1,0,0,50,73055,2858,1,0,12,11.5
2867402,2008,[1] Employed       1,0,0,49,89918,2078,1,0,12,16
2867402,2009,[1] Employed       1,0,0,50,85452,2182,1,0,12,16
2867402,2010,[1] Employed       1,0,0,51,87680,2078,1,0,12,16
2867402,2011,[1] Employed       1,0,0,52,117033,2234,1,0,12,16
2867402,2012,[1] Employed       1,0,0,53,87175,2234,1,0,12,16
2867902,2008,[1] Employed       1,1,0,34,102580,2598,1,0,18,16
2867902,2009,[1] Employed       1,1,0,35,110848,2598,1,0,18,16
2867902,2010,[0] Not Employed   0,1,0,36,113526,2338,1,0,18,16
2867902,2011,[1] Employed       1,1,0,37,115000,2598,1,0,18,16
2867902,2012,[1] Employed       1,1,0,38,112000,2338,1,0,18,16
2869602,2008,[1] Employed       1,0,1,41,32548,2078,1,0,14.5,10.5
2869602,2009,[1] Employed       1,0,1,42,32988,2078,1,0,14.5,10.5
2869602,2010,[1] Employed       1,0,1,43,32550,2078,1,0,14.5,10.5
2869602,2011,[1] Employed       1,0,1,44,32600,2078,1,0,14.5,10.5
2869602,2012,[1] Employed       1,0,1,45,32065,2078,1,0,14.5,10.5
2869902,2008,[1] Employed       1,0,0,47,79699,1819,1,0,16,18
2869902,2009,[1] Employed       1,0,0,48,80506,1819,1,0,16,18
2869902,2010,[1] Employed       1,0,0,49,77690,1819,1,0,16,18
2869902,2011,[1] Employed       1,0,0,50,72990,1819,1,0,16,18
2869902,2012,[1] Employed       1,0,0,51,86890,2338,1,0,16,18
2870702,2008,[1] Employed       1,0,0,50,52309,2494,1,0,11.5,10.5
2870702,2009,[1] Employed       1,0,0,51,46185,2078,1,0,11.5,10.5
2870702,2010,[1] Employed       1,0,0,52,40289,2078,1,0,11.5,10.5
2870702,2011,[1] Employed       1,0,0,53,28113,2078,1,0,11.5,10.5
2870702,2012,[1] Employed       1,0,0,54,41539,2078,1,0,11.5,10.5
2870902,2008,[1] Employed       1,0,0,47,17516,502,1,0,9,9
2870902,2009,[1] Employed       1,0,0,48,15450,85,1,0,9,9
2870902,2010,[1] Employed       1,0,0,49,18296,86,1,0,9,9
2870902,2011,[1] Employed       1,0,0,50,1298,152,1,0,9,9
2870902,2012,[1] Employed       1,0,0,51,2101,86,1,0,9,9
2871702,2008,[0] Not Employed   0,1,2,36,86120,2338,1,0,12,18
2871702,2009,[0] Not Employed   0,1,2,37,89995,2598,1,0,12,18
2871702,2010,[0] Not Employed   0,1,2,38,96005,2442,1,0,12,18
2871702,2011,[0] Not Employed   0,1,2,39,113485,2494,1,0,12,18
2871702,2012,[1] Employed       1,1,2,40,118185,2598,1,0,12,18
2873002,2008,[1] Employed       1,0,2,46,51484,2078,1,0,15,8.5
2873002,2009,[1] Employed       1,0,1,47,45334,2286,1,0,15,8.5
2873002,2010,[1] Employed       1,0,1,48,52784,2078,1,0,15,8.5
2873002,2011,[1] Employed       1,0,1,49,69984,2078,1,0,15,8.5
2873002,2012,[1] Employed       1,0,1,50,70745,2182,1,0,15,8.5
2874601,2008,[1] Employed       1,0,0,50,32851,2078,1,0,11.5,10.5
2874601,2009,[1] Employed       1,0,0,51,40827,2078,1,0,11.5,10.5
2874601,2010,[1] Employed       1,0,0,52,29106,1731,1,0,11.5,10.5
2874601,2011,[1] Employed       1,0,0,53,49,0,0,0,11.5,10.5
2874601,2012,[1] Employed       1,0,0,54,12849,1608,1,0,11.5,10.5
2876402,2008,[1] Employed       1,1,0,35,60431,2338,1,0,18,18
2876402,2009,[1] Employed       1,1,0,36,71813,2338,1,0,18,18
2876402,2010,[1] Employed       1,1,1,37,76997,2390,1,0,18,18
2876402,2011,[1] Employed       1,1,1,38,53397,2078,1,0,18,18
2876402,2012,[0] Not Employed   0,0,2,39,78997,2234,1,0,18,18
2877302,2008,[1] Employed       1,1,1,29,37335,2078,1,0,10.5,10.5
2877302,2009,[1] Employed       1,1,1,30,38345,2338,1,0,10.5,10.5
2877302,2010,[0] Not Employed   0,1,2,31,41135,1287,1,0,10.5,10.5
2877302,2011,[0] Not Employed   0,1,2,32,40705,1091,1,0,10.5,10.5
2877302,2012,[0] Not Employed   0,1,2,33,47696,2130,1,0,10.5,10.5
2884902,2008,[1] Employed       1,0,0,46,34100,1559,1,0,10,10.5
2884902,2009,[0] Not Employed   0,0,0,47,9080,1386,1,0,10,10.5
2884902,2010,[1] Employed       1,0,0,48,24250,2310,1,0,10,10.5
2884902,2011,[1] Employed       1,0,0,49,25000,2234,1,0,10,10.5
2884902,2012,[1] Employed       1,0,0,50,23900,2078,1,0,10,10.5
2886602,2008,[1] Employed       1,0,0,37,35278,2806,1,0,11.5,11.5
2886602,2009,[1] Employed       1,0,0,38,30287,2806,1,0,11.5,11.5
2886602,2010,[1] Employed       1,0,0,39,29776,2806,1,0,11.5,11.5
2886602,2011,[1] Employed       1,0,0,40,36578,2806,1,0,11.5,11.5
2886602,2012,[1] Employed       1,0,0,41,25286,2806,1,0,11.5,11.5
2887202,2008,[1] Employed       1,0,1,46,87374,2078,1,0,11.5,12
2887202,2009,[1] Employed       1,0,0,47,59731,2078,1,0,11.5,12
2887202,2010,[1] Employed       1,0,0,48,49964,2078,1,0,11.5,12
2887202,2011,[1] Employed       1,0,0,49,108947,2078,1,0,11.5,12
2887202,2012,[1] Employed       1,0,0,50,57286,2078,1,0,11.5,12
2887701,2008,[1] Employed       1,1,2,34,44719,2338,1,0,14.5,10.5
2887701,2009,[1] Employed       1,1,2,35,39864,2338,1,0,14.5,10.5
2887701,2010,[1] Employed       1,1,2,36,40792,2338,1,0,14.5,10.5
2887701,2011,[1] Employed       1,1,3,37,36219,2338,1,0,14.5,10.5
2887701,2012,[1] Employed       1,1,3,38,30719,2338,1,0,14.5,10.5
2888802,2008,[1] Employed       1,0,0,36,28250,2390,1,0,15,10.5
2888802,2009,[1] Employed       1,0,0,37,30111,2234,1,0,15,10.5
2888802,2010,[1] Employed       1,0,0,38,30711,2182,1,0,15,10.5
2888802,2011,[1] Employed       1,0,0,39,33911,2494,1,0,15,10.5
2888802,2012,[1] Employed       1,0,0,40,31503,2858,1,0,15,10.5
2890401,2008,[1] Employed       1,1,0,42,48264,3118,1,0,11.5,11.5
2890401,2009,[1] Employed       1,1,0,43,37132,3118,1,0,11.5,11.5
2890401,2010,[1] Employed       1,1,0,44,37116,3222,1,0,11.5,11.5
2890401,2011,[1] Employed       1,1,1,45,55310,3118,1,0,11.5,11.5
2890401,2012,[1] Employed       1,1,1,46,33603,2598,1,0,11.5,11.5
2891001,2008,[1] Employed       1,0,0,41,48500,2286,1,0,9,15
2891001,2009,[1] Employed       1,0,0,42,53855,2286,1,0,9,15
2891001,2010,[1] Employed       1,0,0,43,56585,2234,1,0,9,15
2891001,2011,[1] Employed       1,0,0,44,56633,2182,1,0,9,15
2891001,2012,[1] Employed       1,0,0,45,34070,2270,1,0,9,15
2894803,2008,[1] Employed       1,1,0,31,44512,2182,1,0,15,11
2894803,2009,[0] Not Employed   0,1,0,32,37702,1775,1,0,15,11
2894803,2010,[1] Employed       1,1,0,33,46585,2182,1,0,15,11
2894803,2011,[1] Employed       1,1,0,34,44758,2130,1,0,15,11
2894803,2012,[0] Not Employed   0,1,0,35,42377,2000,1,0,15,11
2896503,2008,[1] Employed       1,0,1,47,22523,1941,1,0,10.5,11.5
2896503,2009,[1] Employed       1,0,1,48,1163,0,0,0,10.5,11.5
2896503,2010,[1] Employed       1,0,1,49,173,0,0,0,10.5,11.5
2896503,2011,[1] Employed       1,0,1,50,19386,0,0,0,10.5,11.5
2896503,2012,[1] Employed       1,0,1,51,13777,0,0,0,10.5,11.5
2897201,2008,[1] Employed       1,0,2,45,33316,2026,1,0,11.5,10.5
2897201,2009,[1] Employed       1,0,2,46,34954,2026,1,0,11.5,10.5
2897201,2010,[1] Employed       1,0,2,47,31538,2026,1,0,11.5,10.5
2897201,2011,[1] Employed       1,0,2,48,32138,2026,1,0,11.5,10.5
2897201,2012,[1] Employed       1,0,1,49,29038,974,1,0,11.5,10.5
2898402,2008,[0] Not Employed   0,0,1,45,69843,2078,1,0,18,18
2898402,2009,[0] Not Employed   0,0,1,46,71415,2234,1,0,18,18
2898402,2010,[0] Not Employed   0,0,1,47,72086,2182,1,0,18,18
2898402,2011,[0] Not Employed   0,0,0,48,74202,2182,1,0,18,18
2898402,2012,[1] Employed       1,0,0,49,75012,2078,1,0,18,18
2904302,2008,[1] Employed       1,0,0,50,70981,184,1,0,11,10.5
2904302,2009,[1] Employed       1,0,0,51,68436,0,0,0,11,10.5
2904302,2010,[0] Not Employed   0,0,0,52,72727,0,0,0,11,10.5
2904302,2011,[1] Employed       1,0,0,53,52020,0,0,0,11,10.5
2904302,2012,[1] Employed       1,0,0,54,39570,0,0,0,11,10.5
2905102,2008,[1] Employed       1,0,0,46,15825,0,0,0,7,10.5
2905102,2009,[1] Employed       1,0,0,47,35820,0,0,0,7,10.5
2905102,2010,[1] Employed       1,0,0,48,23195,0,0,0,7,10.5
2905102,2011,[1] Employed       1,0,0,49,27085,0,0,0,7,10.5
2905102,2012,[1] Employed       1,0,0,50,26150,0,0,0,7,10.5
2910601,2008,[1] Employed       1,0,0,48,56777,2078,1,0,11.5,10.5
2910601,2009,[1] Employed       1,0,0,49,68075,2078,1,0,11.5,10.5
2910601,2010,[1] Employed       1,0,0,50,57734,1974,1,0,11.5,10.5
2910601,2011,[1] Employed       1,0,0,51,51750,2182,1,0,11.5,10.5
2910601,2012,[1] Employed       1,0,0,52,67509,2078,1,0,11.5,10.5
2910702,2008,[1] Employed       1,0,0,44,28691,1819,1,0,10.5,10.5
2910702,2009,[1] Employed       1,0,0,45,23875,2679,1,0,10.5,10.5
2910702,2010,[1] Employed       1,0,0,46,24147,1663,1,0,10.5,10.5
2910702,2011,[1] Employed       1,0,0,47,21851,2078,1,0,10.5,10.5
2910702,2012,[1] Employed       1,0,0,48,22822,2078,1,0,10.5,10.5
2910703,2008,[1] Employed       1,1,0,22,14766,2130,1,0,10.5,10.5
2910703,2009,[1] Employed       1,1,0,23,26137,2819,1,0,10.5,10.5
2910703,2010,[1] Employed       1,1,0,24,21127,2715,1,0,10.5,10.5
2910703,2011,[1] Employed       1,1,0,25,25318,2831,1,0,10.5,10.5
2910703,2012,[1] Employed       1,0,1,26,21033,2130,1,0,10.5,10.5
2912802,2008,[0] Not Employed   0,0,0,50,44836,1775,1,0,10.5,10.5
2912802,2009,[0] Not Employed   0,0,0,51,53036,2182,1,0,10.5,10.5
2912802,2010,[0] Not Employed   0,0,0,52,55436,2130,1,0,10.5,10.5
2912802,2011,[0] Not Employed   0,0,0,53,44336,1598,1,0,10.5,10.5
2912802,2012,[0] Not Employed   0,0,0,54,44936,1598,1,0,10.5,10.5
2913102,2008,[1] Employed       1,0,0,40,72617,3118,1,0,11.5,18
2913102,2009,[1] Employed       1,0,0,41,117407,3118,1,0,11.5,18
2913102,2010,[1] Employed       1,0,0,42,105264,2858,1,0,11.5,18
2913102,2011,[1] Employed       1,0,0,43,97801,3118,1,0,11.5,18
2913102,2012,[1] Employed       1,0,0,44,155227,2858,1,0,11.5,18
2913402,2008,[1] Employed       1,0,2,38,42837,2338,1,0,11,10.5
2913402,2009,[1] Employed       1,0,2,39,38862,2338,1,0,11,10.5
2913402,2010,[1] Employed       1,0,2,40,41355,2338,1,0,11,10.5
2913402,2011,[1] Employed       1,0,1,41,42444,2338,1,0,11,10.5
2913402,2012,[1] Employed       1,0,1,42,59879,2338,1,0,11,10.5
2913702,2008,[1] Employed       1,0,0,46,35271,1819,1,0,8.5,8.5
2913702,2009,[1] Employed       1,0,0,47,31763,1819,1,0,8.5,8.5
2913702,2010,[1] Employed       1,0,0,48,34923,1819,1,0,8.5,8.5
2913702,2011,[1] Employed       1,0,0,49,31337,2317,1,0,8.5,8.5
2913702,2012,[1] Employed       1,0,0,50,46464,1351,1,0,8.5,8.5
2914702,2008,[1] Employed       1,1,2,37,66494,2130,1,0,15,18
2914702,2009,[1] Employed       1,1,2,38,71001,2078,1,0,15,18
2914702,2010,[1] Employed       1,0,3,39,73085,3007,1,0,15,18
2914702,2011,[1] Employed       1,0,3,40,77572,2130,1,0,15,18
2914702,2012,[1] Employed       1,0,3,41,85682,2130,1,0,15,18
2915102,2008,[1] Employed       1,0,1,41,44414,2442,1,0,11.5,11
2915102,2009,[1] Employed       1,0,1,42,46414,2598,1,0,11.5,11
2915102,2010,[1] Employed       1,0,1,43,49414,2598,1,0,11.5,11
2915102,2011,[1] Employed       1,0,1,44,55653,2598,1,0,11.5,11
2915102,2012,[1] Employed       1,0,1,45,69914,2338,1,0,11.5,11
2919701,2008,[1] Employed       1,1,0,34,42699,2598,1,0,18,18
2919701,2009,[1] Employed       1,1,0,35,38381,3118,1,0,18,18
2919701,2010,[1] Employed       1,1,1,36,47541,2598,1,0,18,18
2919701,2011,[0] Not Employed   0,1,1,37,49499,2598,1,0,18,18
2919701,2012,[0] Not Employed   0,1,1,38,50131,2598,1,0,18,18
2919903,2008,[1] Employed       1,0,0,26,40664,2598,1,0,18,18
2919903,2009,[1] Employed       1,1,0,27,40528,2754,1,0,18,18
2919903,2010,[0] Not Employed   0,1,0,28,40640,2165,1,0,18,18
2919903,2011,[0] Not Employed   0,1,0,29,47828,2858,1,0,18,18
2919903,2012,[1] Employed       1,1,0,30,44640,2620,1,0,18,18
2920001,2008,[1] Employed       1,0,0,39,40128,2078,1,0,13,11.5
2920001,2009,[1] Employed       1,0,0,40,36530,2130,1,0,13,11.5
2920001,2010,[1] Employed       1,0,0,41,38678,2130,1,0,13,11.5
2920001,2011,[1] Employed       1,0,0,42,39621,2207,1,0,13,11.5
2920001,2012,[1] Employed       1,0,0,43,41114,2191,1,0,13,11.5
2920101,2008,[1] Employed       1,0,0,34,34505,2130,1,0,16,11.5
2920101,2009,[1] Employed       1,0,0,35,26705,2130,1,0,16,11.5
2920101,2010,[1] Employed       1,0,0,36,30305,2130,1,0,16,11.5
2920101,2011,[1] Employed       1,1,0,37,27905,2130,1,0,16,11.5
2920101,2012,[0] Not Employed   0,1,0,38,28157,2130,1,0,16,11.5
2921802,2008,[1] Employed       1,0,2,47,62490,2494,1,0,18,18
2921802,2009,[1] Employed       1,0,1,48,60978,2390,1,0,18,18
2921802,2010,[1] Employed       1,0,1,49,66678,2338,1,0,18,18
2921802,2011,[1] Employed       1,0,1,50,67756,2546,1,0,18,18
2921802,2012,[1] Employed       1,0,0,51,61570,2338,1,0,18,18
2923802,2008,[1] Employed       1,0,1,45,17794,2598,1,0,10.5,10.5
2923802,2009,[1] Employed       1,0,1,46,18440,1819,1,0,10.5,10.5
2923802,2010,[1] Employed       1,0,1,47,13200,2286,1,0,10.5,10.5
2923802,2011,[1] Employed       1,0,1,48,17665,2182,1,0,10.5,10.5
2923802,2012,[1] Employed       1,0,0,49,19494,2338,1,0,10.5,10.5
2925302,2008,[1] Employed       1,0,2,38,19568,2078,1,0,10.5,11
2925302,2009,[1] Employed       1,0,2,39,22752,2078,1,0,10.5,11
2925302,2010,[1] Employed       1,0,1,40,17439,2078,1,0,10.5,11
2925302,2011,[1] Employed       1,0,1,41,23620,2078,1,0,10.5,11
2925302,2012,[1] Employed       1,0,1,42,26721,2078,1,0,10.5,11
2926602,2008,[1] Employed       1,1,0,35,64488,2338,1,0,12,13.5
2926602,2009,[1] Employed       1,1,0,36,63896,2338,1,0,12,13.5
2926602,2010,[1] Employed       1,1,0,37,54496,1949,1,0,12,13.5
2926602,2011,[1] Employed       1,1,1,38,62996,2598,1,0,12,13.5
2926602,2012,[1] Employed       1,1,1,39,68727,2598,1,0,12,13.5
2926702,2008,[1] Employed       1,0,2,40,25373,2130,1,0,14.5,11.5
2926702,2009,[1] Employed       1,0,2,41,22900,1559,1,0,14.5,11.5
2926702,2010,[1] Employed       1,0,2,42,23363,2217,1,0,14.5,11.5
2926702,2011,[1] Employed       1,0,2,43,20423,0,0,0,14.5,11.5
2926702,2012,[1] Employed       1,0,2,44,24283,1974,1,0,14.5,11.5
2927702,2008,[1] Employed       1,1,1,35,27005,2338,1,0,11,10.5
2927702,2009,[1] Employed       1,1,1,36,26700,2338,1,0,11,10.5
2927702,2010,[1] Employed       1,1,1,37,26782,2338,1,0,11,10.5
2927702,2011,[1] Employed       1,0,2,38,28782,2338,1,0,11,10.5
2927702,2012,[0] Not Employed   0,0,2,39,24840,2338,1,0,11,10.5
2931401,2008,[1] Employed       1,0,0,42,58114,1559,1,0,12,9
2931401,2009,[1] Employed       1,0,0,43,71554,1559,1,0,12,9
2931401,2010,[1] Employed       1,0,0,44,59122,2306,1,0,12,9
2931401,2011,[1] Employed       1,0,0,45,58014,1819,1,0,12,9
2931401,2012,[1] Employed       1,0,0,46,66798,1819,1,0,12,9
2932101,2008,[1] Employed       1,0,0,43,20642,3118,1,0,9,11
2932101,2009,[1] Employed       1,0,0,44,38792,1949,1,0,9,11
2932101,2010,[0] Not Employed   0,0,0,45,53020,2278,1,0,9,11
2932101,2011,[0] Not Employed   0,0,0,46,62612,2165,1,0,9,11
2932101,2012,[0] Not Employed   0,0,0,47,63698,2078,1,0,9,11
2933401,2008,[0] Not Employed   0,0,0,46,49569,2338,1,0,11,9
2933401,2009,[0] Not Employed   0,0,0,47,51488,2130,1,0,11,9
2933401,2010,[0] Not Employed   0,0,0,48,38682,2182,1,0,11,9
2933401,2011,[0] Not Employed   0,0,0,49,59336,2026,1,0,11,9
2933401,2012,[0] Not Employed   0,0,0,50,41660,1974,1,0,11,9
2933702,2008,[1] Employed       1,0,2,40,34299,2338,1,0,12,12
2933702,2009,[1] Employed       1,0,1,41,34393,2234,1,0,12,12
2933702,2010,[1] Employed       1,0,1,42,34366,2130,1,0,12,12
